baseId,topic,level,question,optionA,optionB,optionC,optionD,correctOption,explanation,language,question_pt,optionA_pt,optionB_pt,optionC_pt,optionD_pt,explanation_pt,topic_pt,question_es,optionA_es,optionB_es,optionC_es,optionD_es,explanation_es,topic_es,question_fr,optionA_fr,optionB_fr,optionC_fr,optionD_fr,explanation_fr,topic_fr
astro_00199,Galaxies & Cosmology,6,What is the most uncertain parameter?,Fraction developing intelligent life,Star formation rate,Fraction of stars with planets,Lifetime of civilizations,A,The fraction of planets that develop intelligent life remains the most speculative and uncertain parameter.,en,Qual é o parâmetro mais incerto?,Fração de desenvolvimento de vida inteligente,Taxa de formação de estrelas,Fração de estrelas com planetas,Vida útil das civilizações,A fração de planetas que desenvolvem vida inteligente continua sendo o parâmetro mais especulativo e incerto.,Galáxias e Cosmologia,¿Cuál es el parámetro más incierto?,Fracción que desarrolla vida inteligente,Tasa de formación estelar,Fracción de estrellas con planetas,La vida de las civilizaciones,La fracción de planetas que desarrollan vida inteligente sigue siendo el parámetro más especulativo e incierto.,Galaxias y cosmología,Quel est le paramètre le plus incertain ?,Fraction développant une vie intelligente,Taux de formation des étoiles,Fraction d'étoiles avec planètes,La vie des civilisations,La fraction de planètes qui développent une vie intelligente reste le paramètre le plus spéculatif et le plus incertain.,Galaxies et cosmologie
astro_00200,Stellar Objects,2,What is the name of the boundary around a black hole?,Photon sphere,Event horizon,Singularity,Accretion disk,B,The event horizon marks the boundary beyond which nothing can escape a black hole.,en,Qual é o nome do limite ao redor de um buraco negro?,Esfera de fótons,Horizonte de eventos,Singularidade,Disco de acreção,O horizonte de eventos marca o limite além do qual nada pode escapar de um buraco negro.,Objetos estelares,¿Cómo se llama el límite que rodea a un agujero negro?,Esfera de fotones,Horizonte de sucesos,Singularidad,Disco de acreción,El horizonte de sucesos marca el límite más allá del cual nada puede escapar de un agujero negro.,Objetos estelares,Comment s'appelle la frontière autour d'un trou noir ?,Sphère de photons,Horizon des événements,Singularité,Disque d'accrétion,L'horizon des événements marque la limite au-delà de laquelle rien ne peut s'échapper d'un trou noir.,Objets stellaires
astro_00201,Solar System,3,"What is the name of the interstellar comet discovered by NASA on July 1, 2025?",2I/Borisov,3I/ATLAS,1I/'Oumuamua,4I/Neowise,B,"Comet 3I/ATLAS was discovered on July 1, 2025, by the NASA-funded ATLAS survey telescope.",en,Qual é o nome do cometa interestelar descoberto pela NASA em 1º de julho de 2025?,2I/Borisov,3I/ATLAS,1I/'Oumuamua,4I/Neowise,"O cometa 3I/ATLAS foi descoberto em 1º de julho de 2025, pelo telescópio de pesquisa ATLAS, financiado pela NASA.",Sistema Solar,¿Cómo se llama el cometa interestelar descubierto por la NASA el 1 de julio de 2025?,2I/Borisov,3I/ATLAS,1I/'Oumuamua,4I/Neowise,"El cometa 3I/ATLAS fue descubierto el 1 de julio de 2025 por el telescopio ATLAS, financiado por la NASA.",Sistema Solar,Quel est le nom de la comète interstellaire découverte par la NASA le 1er juillet 2025 ?,2I/Borisov,3I/ATLAS,1I/'Oumuamua,4I/Neowise,"La comète 3I/ATLAS a été découverte le 1er juillet 2025 par le télescope ATLAS, financé par la NASA.",Système solaire
astro_00202,Space Observation,8,What is the Nancy Grace Roman Space Telescope's specialty?,Wide-field infrared surveys,Exoplanet direct imaging,Solar observation,Gravitational wave detection,A,The Roman Space Telescope will conduct wide-field infrared surveys studying dark energy and exoplanets.,en,Qual é a especialidade do Nancy Grace Roman Space Telescope?,Levantamentos infravermelhos de campo amplo,Imagens diretas de exoplanetas,Observação solar,Detecção de ondas gravitacionais,O Telescópio Espacial Romano realizará pesquisas em infravermelho de campo amplo para estudar a energia escura e os exoplanetas.,Observação do espaço,¿Cuál es la especialidad del Telescopio Espacial Romano Nancy Grace?,Estudios de infrarrojos de campo amplio,Imágenes directas de exoplanetas,Observación solar,Detección de ondas gravitacionales,El Telescopio Espacial Romano realizará sondeos infrarrojos de gran campo para estudiar la energía oscura y los exoplanetas.,Observación espacial,Quelle est la spécialité du télescope spatial romain Nancy Grace ?,Enquêtes infrarouges à grand champ,Imagerie directe des exoplanètes,Observation solaire,Détection des ondes gravitationnelles,Le télescope spatial romain effectuera des relevés infrarouges à grand champ pour étudier l'énergie noire et les exoplanètes.,Observation de l'espace
astro_00203,Galaxies & Cosmology,5,What is the nearest major galaxy to the Milky Way?,Triangulum Galaxy,Large Magellanic Cloud,Andromeda Galaxy,Whirlpool Galaxy,C,"The Andromeda Galaxy (M31) is the nearest major galaxy to the Milky Way, about 2.5 million light-years away.",en,Qual é a maior galáxia mais próxima da Via Láctea?,Galáxia Triangulum,Grande Nuvem de Magalhães,Galáxia de Andrômeda,Whirlpool Galaxy,"A Galáxia de Andrômeda (M31) é a galáxia principal mais próxima da Via Láctea, a cerca de 2,5 milhões de anos-luz de distância.",Galáxias e Cosmologia,¿Cuál es la galaxia más cercana a la Vía Láctea?,Galaxia del Triángulo,Gran Nube de Magallanes,Galaxia de Andrómeda,Whirlpool Galaxy,"La Galaxia de Andrómeda (M31) es la galaxia más cercana a la Vía Láctea, a unos 2,5 millones de años luz.",Galaxias y cosmología,Quelle est la grande galaxie la plus proche de la Voie lactée ?,Galaxie Triangulum,Grand nuage de Magellan,Galaxie d'Andromède,Whirlpool Galaxy,"La galaxie d'Andromède (M31) est la grande galaxie la plus proche de la Voie lactée, à environ 2,5 millions d'années-lumière.",Galaxies et cosmologie
astro_00204,Space Observation,10,What is the next generation Very Large Array?,Next Generation Very Large Array (ngVLA),Square Kilometre Array,Extremely Large Telescope,Thirty Meter Telescope,A,The ngVLA (next generation Very Large Array) is the planned successor to the current VLA radio telescope.,en,O que é a próxima geração do Very Large Array?,Next Generation Very Large Array (ngVLA),Matriz de Quilômetro Quadrado,Telescópio Extremamente Grande,Telescópio de Trinta Metros,O ngVLA (next generation Very Large Array) é o sucessor planejado para o atual radiotelescópio VLA.,Observação do espaço,¿Qué es el Very Large Array de nueva generación?,Next Generation Very Large Array (ngVLA) (en inglés),Kilómetro cuadrado,Telescopio extremadamente grande,Telescopio de treinta metros,El ngVLA (next generation Very Large Array) es el sucesor previsto del actual radiotelescopio VLA.,Observación espacial,Qu'est-ce que le Very Large Array de nouvelle génération ?,Très grand réseau de prochaine génération (ngVLA),Réseau d'un kilomètre carré,Extrêmement grand télescope,Télescope de trente mètres,Le ngVLA (next generation Very Large Array) est le successeur prévu de l'actuel radiotélescope VLA.,Observation de l'espace
astro_00205,Solar System,8,What is the Nice Model's prediction about Neptune?,It formed closer to the Sun,It has no solid core,It will eventually leave the Solar System,It was captured from another star,A,The Nice Model suggests Neptune formed closer to the Sun and migrated outward due to gravitational interactions.,en,Qual é a previsão do Modelo de Nice sobre Netuno?,Ela se formou mais perto do Sol,Ele não tem um núcleo sólido,Ele acabará deixando o Sistema Solar,Ela foi capturada de outra estrela,O Modelo de Nice sugere que Netuno se formou mais próximo do Sol e migrou para fora devido a interações gravitacionais.,Sistema Solar,¿Cuál es la predicción del Modelo de Niza sobre Neptuno?,Se formó más cerca del Sol,No tiene un núcleo sólido,Acabará abandonando el Sistema Solar,Fue capturado de otra estrella,El Modelo de Niza sugiere que Neptuno se formó más cerca del Sol y migró hacia el exterior debido a interacciones gravitatorias.,Sistema Solar,Quelle est la prédiction du modèle de Nice concernant Neptune ?,Elle s'est formée plus près du Soleil,Il n'a pas de noyau solide,Il finira par quitter le système solaire,Il a été capturé à partir d'une autre étoile,Le modèle de Nice suggère que Neptune s'est formée plus près du Soleil et a migré vers l'extérieur en raison d'interactions gravitationnelles.,Système solaire
astro_00206,Stellar Objects,5,What is the no-hair theorem in black hole physics?,Stellar Objects have no magnetic field,Stellar Objects are characterized by only three properties,Stellar Objects cannot rotate,Stellar Objects have no temperature,B,The no-hair theorem states that Stellar Objects are characterized by only mass electric charge and angular momentum.,en,O que é o teorema do não cabelo na física dos buracos negros?,Os objetos estelares não têm campo magnético,Os objetos estelares são caracterizados por apenas três propriedades,Os objetos estelares não podem girar,Os objetos estelares não têm temperatura,"O teorema do ""no-hair"" afirma que os objetos estelares são caracterizados apenas por massa, carga elétrica e momento angular.",Objetos estelares,¿Qué es el teorema del no pelo en la física de los agujeros negros?,Los objetos estelares no tienen campo magnético,Los objetos estelares sólo se caracterizan por tres propiedades,Los objetos estelares no pueden girar,Los objetos estelares no tienen temperatura,"El teorema del no-pelo afirma que los Objetos Estelares se caracterizan únicamente por la masa, la carga eléctrica y el momento angular.",Objetos estelares,Qu'est-ce que le théorème de l'absence de cheveux dans la physique des trous noirs ?,Les objets stellaires n'ont pas de champ magnétique,Les objets stellaires sont caractérisés par trois propriétés seulement,Les objets stellaires ne peuvent pas tourner,Les objets stellaires n'ont pas de température,"Le théorème de l'absence de cheveux stipule que les objets stellaires ne sont caractérisés que par leur masse, leur charge électrique et leur moment angulaire.",Objets stellaires
astro_00207,Stellar Objects,6,What is the no-hair theorem?,Stellar Objects characterized by three properties only,Stellar Objects have no magnetic fields,Stellar Objects cannot rotate,Stellar Objects have no temperature,A,The no-hair theorem states Stellar Objects are characterized only by mass electric charge and angular momentum.,en,O que é o teorema do não cabelo?,Objetos estelares caracterizados por apenas três propriedades,Os objetos estelares não têm campos magnéticos,Os objetos estelares não podem girar,Os objetos estelares não têm temperatura,"O teorema do ""no-hair"" afirma que os objetos estelares são caracterizados apenas por massa, carga elétrica e momento angular.",Objetos estelares,¿Qué es el teorema del no pelo?,Objetos estelares caracterizados únicamente por tres propiedades,Los objetos estelares no tienen campos magnéticos,Los objetos estelares no pueden girar,Los objetos estelares no tienen temperatura,"El teorema de la ausencia de pelo afirma que los objetos estelares se caracterizan únicamente por la masa, la carga eléctrica y el momento angular.",Objetos estelares,Qu'est-ce que le théorème de l'absence de cheveux ?,Objets stellaires caractérisés par trois propriétés seulement,Les objets stellaires n'ont pas de champ magnétique,Les objets stellaires ne peuvent pas tourner,Les objets stellaires n'ont pas de température,"Le théorème de l'absence de cheveux stipule que les objets stellaires ne sont caractérisés que par leur masse, leur charge électrique et leur moment angulaire.",Objets stellaires
astro_00208,Small Solar System Bodies,5,What is the nucleus of a comet primarily made of?,Rock and metal,Ice and dust,Gas and plasma,Pure ice,B,"A comet's nucleus is primarily made of ice and dust often described as a ""dirty snowball.""",en,De que é feito principalmente o núcleo de um cometa?,Rock e metal,Gelo e poeira,Gás e plasma,Gelo puro,"O núcleo de um cometa é feito principalmente de gelo e poeira, muitas vezes descrito como uma ""bola de neve suja"".",Pequenos corpos do sistema solar,¿De qué está compuesto principalmente el núcleo de un cometa?,Rock y metal,Hielo y polvo,Gas y plasma,Hielo puro,"El núcleo de un cometa está formado principalmente por hielo y polvo, a menudo descrito como una ""bola de nieve sucia"".",Cuerpos pequeños del Sistema Solar,De quoi est principalement constitué le noyau d'une comète ?,Rock et métal,Glace et poussière,Gaz et plasma,Glace pure,"Le noyau d'une comète est principalement constitué de glace et de poussière, souvent décrite comme une ""boule de neige sale"".",Petits corps du système solaire
astro_00209,Worlds Beyond,8,What is the occurrence rate of Earth-like planets?,About 1 in 5 Sun-like stars,About 1 in 50 Sun-like stars,About 1 in 100 Sun-like stars,About 1 in 1000 Sun-like stars,A,Current estimates suggest about 20% of Sun-like stars have Earth-sized planets in their habitable zones.,en,Qual é a taxa de ocorrência de planetas semelhantes à Terra?,Cerca de 1 em cada 5 estrelas semelhantes ao Sol,Cerca de 1 em cada 50 estrelas semelhantes ao Sol,Cerca de 1 em 100 estrelas semelhantes ao Sol,Cerca de 1 em 1000 estrelas semelhantes ao Sol,As estimativas atuais sugerem que cerca de 20% das estrelas semelhantes ao Sol têm planetas do tamanho da Terra em suas zonas habitáveis.,Mundos além,¿Cuál es la tasa de aparición de planetas similares a la Tierra?,Aproximadamente 1 de cada 5 estrellas similares al Sol,Aproximadamente 1 de cada 50 estrellas similares al Sol,Aproximadamente 1 de cada 100 estrellas similares al Sol,Aproximadamente 1 de cada 1000 estrellas similares al Sol,Las estimaciones actuales sugieren que alrededor del 20% de las estrellas similares al Sol tienen planetas del tamaño de la Tierra en sus zonas habitables.,Mundos más allá,Quel est le taux d'occurrence des planètes semblables à la Terre ?,Environ 1 étoile sur 5 ressemblant au soleil,Environ 1 étoile sur 50 ressemblant au soleil,Environ 1 étoile sur 100 semblable au soleil,Environ 1 étoile sur 1000 semblable au soleil,"Selon les estimations actuelles, environ 20 % des étoiles semblables au Soleil abritent des planètes de la taille de la Terre dans leur zone habitable.",Les mondes au-delà
astro_00210,Small Solar System Bodies,3,What is the Oort Cloud?,A region of asteroids,A region of comets,A type of nebula,A galaxy cluster,B,The Oort Cloud is a spherical region of icy objects that surrounds our Solar System and is the source of long-period comets.,en,O que é a Nuvem de Oort?,Uma região de asteroides,Uma região de cometas,Um tipo de nebulosa,Um aglomerado de galáxias,A Nuvem de Oort é uma região esférica de objetos gelados que circunda nosso Sistema Solar e é a fonte de cometas de longo período.,Pequenos corpos do sistema solar,¿Qué es la nube de Oort?,Una región de asteroides,Una región de cometas,Un tipo de nebulosa,Un cúmulo de galaxias,La Nube de Oort es una región esférica de objetos helados que rodea nuestro Sistema Solar y es la fuente de cometas de largo periodo.,Cuerpos pequeños del Sistema Solar,Qu'est-ce que le nuage d'Oort ?,Une région d'astéroïdes,Une région de comètes,Un type de nébuleuse,Un amas de galaxies,Le nuage d'Oort est une région sphérique d'objets glacés qui entoure notre système solaire et qui est à l'origine des comètes à longue période.,Petits corps du système solaire
astro_00211,Small Solar System Bodies,7,What is the Oort Cloud's estimated extent?,50000 to 100000 AU,1000 to 5000 AU,10 to 50 AU,200000 to 500000 AU,A,The Oort Cloud is estimated to extend from about 50000 to 100000 AU from the Sun.,en,Qual é a extensão estimada da Nuvem de Oort?,50000 a 100000 AU,1000 a 5000 UA,10 a 50 UA,200.000 a 500.000 UA,Estima-se que a Nuvem de Oort se estenda de cerca de 50000 a 100000 UA do Sol.,Pequenos corpos do sistema solar,¿Cuál es la extensión estimada de la Nube de Oort?,50000 a 100000 UA,1000 a 5000 UA,10 a 50 UA,200000 a 500000 UA,Se estima que la Nube de Oort se extiende desde unas 50000 a 100000 UA del Sol.,Cuerpos pequeños del Sistema Solar,Quelle est l'étendue estimée du nuage de Oort ?,50000 à 100000 AU,1000 à 5000 AU,10 à 50 AU,200000 à 500000 AU,On estime que le nuage d'Oort s'étend d'environ 50000 à 100000 UA du Soleil.,Petits corps du système solaire
astro_00212,Galaxies & Cosmology,6,What is the optimistic estimate?,Millions of communicating civilizations,Thousands of civilizations,Hundreds of civilizations,Tens of civilizations,A,Optimistic estimates of the Drake Equation suggest millions of communicating civilizations in our galaxy.,en,Qual é a estimativa otimista?,Milhões de civilizações em comunicação,Milhares de civilizações,Centenas de civilizações,Dezenas de civilizações,Estimativas otimistas da Equação de Drake sugerem milhões de civilizações comunicantes em nossa galáxia.,Galáxias e Cosmologia,¿Cuál es la estimación optimista?,Millones de civilizaciones comunicantes,Miles de civilizaciones,Cientos de civilizaciones,Decenas de civilizaciones,Estimaciones optimistas de la Ecuación de Drake sugieren millones de civilizaciones comunicantes en nuestra galaxia.,Galaxias y cosmología,Quelle est l'estimation optimiste ?,Des millions de civilisations communicantes,Des milliers de civilisations,Des centaines de civilisations,Des dizaines de civilisations,Les estimations optimistes de l'équation de Drake suggèrent l'existence de millions de civilisations communicantes dans notre galaxie.,Galaxies et cosmologie
astro_00213,Stellar Objects,9,What is the pair-instability supernova?,Supernova from very massive stars,Binary star explosion,White dwarf explosion,Neutron star collision,A,Pair-instability supernovae occur in very massive stars (140-260 solar masses) when electron-positron pairs form in the core.,en,O que é a supernova de instabilidade de pares?,Supernova de estrelas muito massivas,Explosão de estrela binária,Explosão de anã branca,Colisão de estrelas de nêutrons,As supernovas de instabilidade de pares ocorrem em estrelas muito massivas (140-260 massas solares) quando pares elétron-pósitron se formam no núcleo.,Objetos estelares,¿Qué es la supernova de inestabilidad de pares?,Supernovas de estrellas muy masivas,Explosión de una estrella binaria,Explosión de la enana blanca,Colisión de estrellas de neutrones,Las supernovas de inestabilidad de pares se producen en estrellas muy masivas (140-260 masas solares) cuando se forman pares electrón-positrón en el núcleo.,Objetos estelares,Qu'est-ce que la supernova à instabilité de paires ?,Supernova d'étoiles très massives,Explosion d'une étoile binaire,Explosion d'une naine blanche,Collision d'étoiles à neutrons,Les supernovae à instabilité de paires se produisent dans les étoiles très massives (140-260 masses solaires) lorsque des paires d'électrons et de positons se forment dans le cœur.,Objets stellaires
astro_00214,Solar System,5,What is the Parker Spiral?,The Sun's magnetic field structure,Jupiter's magnetic field lines,Saturn's ring structure,Mars' atmospheric circulation,A,The Parker Spiral describes the structure of the Sun's magnetic field as it extends through the solar system.,en,O que é a Espiral de Parker?,A estrutura do campo magnético do Sol,Linhas do campo magnético de Júpiter,Estrutura do anel de Saturno,Circulação atmosférica de Marte,A Espiral de Parker descreve a estrutura do campo magnético do Sol à medida que ele se estende pelo sistema solar.,Sistema Solar,¿Qué es la espiral Parker?,La estructura del campo magnético del Sol,Líneas del campo magnético de Júpiter,Estructura de los anillos de Saturno,Circulación atmosférica de Marte,La espiral Parker describe la estructura del campo magnético del Sol a medida que se extiende por el sistema solar.,Sistema Solar,Qu'est-ce que la spirale de Parker ?,La structure du champ magnétique du soleil,Lignes de champ magnétique de Jupiter,Structure des anneaux de Saturne,La circulation atmosphérique de Mars,La spirale de Parker décrit la structure du champ magnétique du Soleil qui s'étend à travers le système solaire.,Système solaire
astro_00215,Relativity & Fundamental Physics,10,What is the Penrose process?,Energy extraction from rotating Stellar Objects,Black hole formation mechanism,Gravitational wave generation,Wormhole traversal method,A,The Penrose process allows energy extraction from a rotating black hole by dropping objects into the ergosphere.,en,O que é o processo de Penrose?,Extração de energia de objetos estelares em rotação,Mecanismo de formação de buracos negros,Geração de ondas gravitacionais,Método de travessia de buraco de minhoca,O processo de Penrose permite a extração de energia de um buraco negro em rotação por meio da queda de objetos na ergosfera.,Relatividade e física fundamental,¿Qué es el proceso de Penrose?,Extracción de energía de objetos estelares en rotación,Mecanismo de formación de agujeros negros,Generación de ondas gravitacionales,Método del agujero de gusano,El proceso de Penrose permite extraer energía de un agujero negro en rotación dejando caer objetos en la ergosfera.,Relatividad y física fundamental,Qu'est-ce que le processus de Penrose ?,Extraction d'énergie à partir d'objets stellaires en rotation,Mécanisme de formation des trous noirs,Génération d'ondes gravitationnelles,Méthode de traversée des trous de ver,Le processus de Penrose permet d'extraire l'énergie d'un trou noir en rotation en faisant tomber des objets dans l'ergosphère.,Relativité et physique fondamentale
astro_00216,Galaxies & Cosmology,8,What is the pessimistic interpretation?,Very few or no other civilizations,Civilizations are hostile,Communication is impossible,Space travel is impossible,A,Pessimistic interpretations of the Drake Equation suggest we might be alone or civilizations are extremely rare.,en,Qual é a interpretação pessimista?,Muito poucas ou nenhuma outra civilização,As civilizações são hostis,A comunicação é impossível,A viagem espacial é impossível,As interpretações pessimistas da Equação de Drake sugerem que podemos estar sozinhos ou que as civilizações são extremamente raras.,Galáxias e Cosmologia,¿Cuál es la interpretación pesimista?,Muy pocas o ninguna otra civilización,Las civilizaciones son hostiles,La comunicación es imposible,Los viajes espaciales son imposibles,Las interpretaciones pesimistas de la Ecuación de Drake sugieren que podríamos estar solos o que las civilizaciones son extremadamente raras.,Galaxias y cosmología,Quelle est l'interprétation pessimiste ?,Très peu ou pas d'autres civilisations,Les civilisations sont hostiles,La communication est impossible,Les voyages dans l'espace sont impossibles,Les interprétations pessimistes de l'équation de Drake suggèrent que nous pourrions être seuls ou que les civilisations sont extrêmement rares.,Galaxies et cosmologie
astro_00217,Relativity & Fundamental Physics,9,What is the Petrov classification?,Classification of spacetime geometries,Classification of Stellar Objects,Classification of gravitational waves,Classification of cosmic strings,A,The Petrov classification categorizes spacetime geometries based on the algebraic properties of the Weyl tensor.,en,O que é a classificação de Petrov?,Classificação das geometrias do espaço-tempo,Classificação de objetos estelares,Classificação das ondas gravitacionais,Classificação das cordas cósmicas,A classificação de Petrov categoriza as geometrias do espaço-tempo com base nas propriedades algébricas do tensor de Weyl.,Relatividade e física fundamental,¿Qué es la clasificación Petrov?,Clasificación de las geometrías del espaciotiempo,Clasificación de los objetos estelares,Clasificación de las ondas gravitacionales,Clasificación de las cuerdas cósmicas,La clasificación de Petrov clasifica las geometrías del espaciotiempo en función de las propiedades algebraicas del tensor de Weyl.,Relatividad y física fundamental,Qu'est-ce que la classification de Petrov ?,Classification des géométries de l'espace-temps,Classification des objets stellaires,Classification des ondes gravitationnelles,Classification des cordes cosmiques,La classification de Petrov classe les géométries de l'espace-temps en fonction des propriétés algébriques du tenseur de Weyl.,Relativité et physique fondamentale
astro_00218,General Curiosities,9,What is the Planck length?,Smallest meaningful length scale,Size of an atom,Size of a proton,Wavelength of visible light,A,The Planck length (about 10^-35 meters) is considered the smallest meaningful length scale in physics.,en,O que é o comprimento de Planck?,Menor escala de comprimento significativa,Tamanho de um átomo,Tamanho de um próton,Comprimento de onda da luz visível,O comprimento de Planck (cerca de 10^-35 metros) é considerado a menor escala de comprimento significativa na física.,Curiosidades gerais,¿Qué es la longitud de Planck?,Escala de longitud mínima significativa,Tamaño de un átomo,Tamaño de un protón,Longitud de onda de la luz visible,La longitud de Planck (unos 10^-35 metros) se considera la escala de longitud significativa más pequeña de la física.,Curiosidades generales,Qu'est-ce que la longueur de Planck ?,Plus petite échelle de longueur significative,Taille d'un atome,Taille d'un proton,Longueur d'onde de la lumière visible,La longueur de Planck (environ 10^-35 mètres) est considérée comme la plus petite échelle de longueur significative en physique.,Curiosités générales
astro_00219,Space Observation,9,What is the planned successor to the Hubble Space Telescope?,James Webb Space Telescope,Nancy Grace Roman Space Telescope,Extremely Large Telescope,Square Kilometre Array,B,The Nancy Grace Roman Space Telescope is planned as Hubble's successor for wide-field optical observations.,en,Qual é o sucessor planejado para o Telescópio Espacial Hubble?,Telescópio Espacial James Webb,Nancy Grace Telescópio espacial romano,Telescópio Extremamente Grande,Matriz de Quilômetro Quadrado,O Nancy Grace Roman Space Telescope foi planejado como sucessor do Hubble para observações ópticas de campo amplo.,Observação do espaço,¿Cuál es el sucesor previsto del telescopio espacial Hubble?,Telescopio espacial James Webb,Nancy Grace Telescopio espacial romano,Telescopio extremadamente grande,Kilómetro cuadrado,El telescopio espacial Nancy Grace Roman está previsto como sucesor del Hubble para observaciones ópticas de gran campo.,Observación espacial,Quel est le successeur prévu du télescope spatial Hubble ?,Télescope spatial James Webb,Nancy Grace Télescope spatial romain,Extrêmement grand télescope,Réseau d'un kilomètre carré,Le télescope spatial Nancy Grace Roman est prévu comme successeur de Hubble pour les observations optiques à grand champ.,Observation de l'espace
astro_00220,Space Observation,9,What is the planned Thirty Meter Telescope's location?,Mauna Kea Hawaii,Atacama Desert Chile,Canary Islands Spain,Mount Wilson California,A,The Thirty Meter Telescope is planned for construction on Mauna Kea in Hawaii.,en,Qual é a localização planejada do Thirty Meter Telescope?,Mauna Kea Havaí,Deserto do Atacama Chile,Ilhas Canárias Espanha,Mount Wilson Califórnia,"O Thirty Meter Telescope está planejado para ser construído em Mauna Kea, no Havaí.",Observação do espaço,¿Cuál es la ubicación prevista del Telescopio de Treinta Metros?,Mauna Kea Hawai,Desierto de Atacama Chile,Islas Canarias España,Monte Wilson California,Está previsto construir el Telescopio de Treinta Metros en Mauna Kea (Hawai).,Observación espacial,Quel est l'emplacement prévu pour le télescope de trente mètres ?,Mauna Kea Hawaï,Désert d'Atacama Chili,Îles Canaries Espagne,Mount Wilson Californie,La construction du télescope de trente mètres est prévue sur le Mauna Kea à Hawaï.,Observation de l'espace
astro_00221,Space Observation,6,What is the primary advantage of space-based telescopes over ground-based ones?,They're cheaper to build,They avoid atmospheric interference,They're easier to maintain,They can observe longer,B,"Space-based telescopes avoid atmospheric interference, allowing for clearer observations across all wavelengths of light.",en,Qual é a principal vantagem dos telescópios espaciais em relação aos terrestres?,Sua construção é mais barata,Evitam a interferência atmosférica,São mais fáceis de manter,Eles podem observar por mais tempo,"Os telescópios baseados no espaço evitam a interferência atmosférica, permitindo observações mais claras em todos os comprimentos de onda da luz.",Observação do espaço,¿Cuál es la principal ventaja de los telescopios espaciales frente a los terrestres?,Son más baratos de construir,Evitan las interferencias atmosféricas,Son más fáciles de mantener,Pueden observar durante más tiempo,Los telescopios espaciales evitan las interferencias atmosféricas y permiten observaciones más claras en todas las longitudes de onda de la luz.,Observación espacial,Quel est le principal avantage des télescopes spatiaux par rapport aux télescopes terrestres ?,Ils sont moins chers à construire,Ils évitent les interférences atmosphériques,Ils sont plus faciles à entretenir,Ils peuvent observer plus longtemps,"Les télescopes spatiaux évitent les interférences atmosphériques, ce qui permet des observations plus claires dans toutes les longueurs d'onde de la lumière.",Observation de l'espace
astro_00222,Space Observation,4,What is the primary advantage of the James Webb Space Telescope over Hubble?,Larger mirror,Infrared capability,Better location,All of the above,D,JWST has a larger mirror infrared capability and operates at the L2 Lagrange point giving it multiple advantages.,en,Qual é a principal vantagem do Telescópio Espacial James Webb em relação ao Hubble?,Espelho maior,Capacidade de infravermelho,Melhor localização,Todas as opções acima,"O JWST tem uma capacidade de infravermelho de espelho maior e opera no ponto de Lagrange L2, o que lhe dá várias vantagens.",Observação do espaço,¿Cuál es la principal ventaja del telescopio espacial James Webb sobre el Hubble?,Espejo más grande,Capacidad de infrarrojos,Mejor ubicación,Todos los anteriores,"El JWST dispone de un espejo infrarrojo de mayor tamaño y opera en el punto de Lagrange L2, lo que le confiere múltiples ventajas.",Observación espacial,Quel est le principal avantage du télescope spatial James Webb par rapport à Hubble ?,Miroir plus grand,Capacité infrarouge,Meilleur emplacement,Toutes les réponses ci-dessus,"Le JWST dispose d'un miroir infrarouge plus grand et fonctionne au point de Lagrange L2, ce qui lui confère de multiples avantages.",Observation de l'espace
astro_00223,Space Observation,8,What is the primary challenge for extremely large telescopes?,Cost,Atmospheric turbulence,Mirror technology,Computer processing,B,Atmospheric turbulence is the primary challenge requiring advanced adaptive optics systems for extremely large telescopes.,en,Qual é o principal desafio dos telescópios extremamente grandes?,Custo,Turbulência atmosférica,Tecnologia de espelhamento,Processamento de computadores,A turbulência atmosférica é o principal desafio que exige sistemas avançados de óptica adaptativa para telescópios extremamente grandes.,Observação do espaço,¿Cuál es el principal reto de los telescopios extremadamente grandes?,Coste,Turbulencias atmosféricas,Tecnología de espejos,Tratamiento informático,La turbulencia atmosférica es el principal reto que requieren los sistemas avanzados de óptica adaptativa para telescopios extremadamente grandes.,Observación espacial,Quel est le principal défi pour les télescopes de très grande taille ?,Coût,Turbulences atmosphériques,Technologie des miroirs,Traitement informatique,La turbulence atmosphérique est le principal défi nécessitant des systèmes d'optique adaptative avancés pour les télescopes de très grande taille.,Observation de l'espace
astro_00224,Space Observation,9,What is the primary challenge for ground-based telescopes?,Atmospheric turbulence,Cost of construction,Maintenance difficulties,Light pollution,A,Atmospheric turbulence is the primary challenge limiting the resolution of ground-based telescopes.,en,Qual é o principal desafio para os telescópios terrestres?,Turbulência atmosférica,Custo de construção,Dificuldades de manutenção,Poluição luminosa,A turbulência atmosférica é o principal desafio que limita a resolução dos telescópios terrestres.,Observação do espaço,¿Cuál es el principal reto para los telescopios terrestres?,Turbulencias atmosféricas,Coste de construcción,Dificultades de mantenimiento,Contaminación lumínica,La turbulencia atmosférica es el principal problema que limita la resolución de los telescopios terrestres.,Observación espacial,Quel est le principal défi pour les télescopes terrestres ?,Turbulences atmosphériques,Coût de la construction,Difficultés d'entretien,Pollution lumineuse,La turbulence atmosphérique est le principal défi qui limite la résolution des télescopes terrestres.,Observation de l'espace
